Record ID,Offender Number,Record Date,Fiscal Year Revoked,Revocation Type,Status,Sex,Race & Ethnicity,Age,Offense Code,Offense Class,Offense Description,Offense Type,Offense Subtype
11029,20129393,05/01/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Black,27,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
11028,20828060,08/04/2021,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,30,708.8,D Felony,GOING ARMED WITH INTENT,Violent,Assault
11027,232337,05/17/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,54,715A.6(2)(B),D Felony,"UNAUTH. USE OF CREDIT CARD, GREATER THAN $1K, LESS THAN $10K",Property,Forgery/Fraud
11026,18312314,05/15/2018,2018,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Hispanic,35,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
11025,18011120,12/15/2016,2017,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,White,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
11024,18530009,12/20/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
11023,18372248,10/13/2015,2016,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,28,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
11022,3120392,10/26/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,White,46,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
11021,19020863,02/05/2019,2019,4. Revoked - New Arrest ICON,Parole,Female,White,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
11020,3409421,04/17/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,American Indian or Alaska Native,44,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
11019,20657600,10/27/2023,2024,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Black,41,124.401(1)(c)(3),C Felony,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking
11018,2416220,11/28/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,47,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
11017,19103777,08/14/2023,2024,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,42,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
11016,18322205,10/09/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,Black,38,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
11015,18602531,04/13/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,27,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
11014,3368534,03/07/2016,2016,6. Revoked - Other (No New Arrest) - No ROV Data,Special Sentence,Male,Hispanic,24,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
11013,20341832,11/01/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,27,724.26(2)(a),D Felony,Dominion/Control of firearm/off weapon by domestic abuse offender,Public Order,Weapons
11012,3449603,06/01/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
11011,3308513,10/12/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,37,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
11010,20388005,02/11/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,36,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
11009,3181283,02/21/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,44,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
11008,19218293,05/25/2022,2022,4. Revoked - New Arrest ICON,Parole,Male,Hispanic,34,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
11007,20480564,08/02/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,22,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
11006,3068111,03/02/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,46,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
11005,19481876,10/22/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,33,708.2(3),Aggravated Misdemeanor,ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON,Violent,Assault
11004,20548871,10/16/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
11003,19152599,12/05/2023,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,50,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
11002,3217682,01/17/2025,,4. Revoked - New Arrest ICON,Parole,Female,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
11001,20870537,07/19/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,Hispanic,33,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
11000,19012646,03/20/2018,2018,4. Revoked - New Arrest ICON,Parole,Male,White,46,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10999,19605917,07/24/2020,2021,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10998,3236978,12/20/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,53,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10997,19747583,07/15/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,51,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10996,19418615,11/26/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,21,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10995,3041246,09/27/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,47,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal
10994,19717991,12/02/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10993,20247350,10/18/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,321.279(2),Aggravated Misdemeanor,ELUDING,Public Order,Traffic
10992,3260846,08/18/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,35,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10991,19751420,08/23/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,White,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10990,19068746,05/23/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,36,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10989,2425073,01/09/2023,2023,4. Revoked - New Arrest ICON,Parole,Male,Black,38,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10988,3290015,06/04/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,41,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10987,18128954,01/07/2025,,5. Revoked - Other Violation (No New Arrest),Parole,Female,American Indian or Alaska Native,41,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10986,20867462,12/29/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Black,34,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking
10985,3018530,05/03/2022,2022,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,51,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex
10984,3435377,03/28/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,50,713.6A(2),Aggravated Misdemeanor,Burglary 3rd Degree - Motor Vehicle,Property,Burglary
10983,20912828,03/13/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,28,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10982,19858226,08/20/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,57,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10981,19716293,09/01/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,708.6,C Felony,Intimidation with Dangerous Weapon-Intent (Non-Forcible),Violent,Assault
10980,18445517,08/15/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10979,20310122,03/17/2020,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,34,124.401(1)(c)(3),C Felony,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking
10978,20471066,02/04/2025,,4. Revoked - New Arrest ICON,Parole,Male,Hispanic,25,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10977,3209795,08/07/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10976,3397655,10/27/2020,2021,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,45,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10975,18791144,05/12/2016,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,21,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10974,20749898,04/15/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10973,3241193,08/19/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,51,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10972,3439958,03/14/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,41,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10971,19547324,04/30/2018,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,29,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10970,621401,05/26/2015,2015,4. Revoked - New Arrest ICON,Parole,Male,White,51,123.91(2),Aggravated Misdemeanor,"ALCOHOL CHAPTER 123, 3RD AND SUBSEQUENT",Public Order,Alcohol
10969,87356,02/07/2017,2017,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,50,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10968,18256328,12/01/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10967,18587441,06/09/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,27,716.3,C Felony,CRIMINAL MISCHIEF 1ST DEGREE,Property,Vandalism
10966,18034988,09/12/2019,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Female,White,35,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10965,2403158,04/03/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,60,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10964,19837613,10/23/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,20,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
10963,19239389,08/23/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,32,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
10962,3420683,10/28/2019,2020,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,37,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10961,19311332,05/07/2018,2018,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,White,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10960,3234755,09/22/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,41,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal
10959,3300794,10/03/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,American Indian or Alaska Native,47,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10958,3012419,01/07/2025,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,57,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10957,18514175,05/16/2018,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10956,20382560,12/02/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10955,3076139,02/03/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10954,19491728,12/10/2020,2021,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,Black,26,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10953,18594272,07/23/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10952,18082445,05/14/2021,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,56,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order
10951,20007425,07/13/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,29,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10950,19159685,06/30/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10949,19001216,12/15/2023,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,24,713.6,D Felony,ATTEMPTED BURGLARY 2ND DEGREE,Property,Burglary
10948,20443808,09/06/2023,2024,4. Revoked - New Arrest ICON,Parole,Male,White,38,708.11(3)(b)(1),D Felony,Stalking - Violation of Protective Order,Violent,Assault
10947,20498768,10/15/2018,2019,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,34,711.3,C Felony,ROBBERY - 2ND DEGREE - 85%,Violent,Robbery
10946,19492286,11/09/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,29,124.401(4)(b),D Felony,Proh Acts-Poss Prod Int for Mfg Cont Subst-Pseudoephedrine,Drug,Trafficking
10945,19817270,02/27/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,716.3,C Felony,CRIMINAL MISCHIEF 1ST DEGREE,Property,Vandalism
10944,3091979,01/03/2023,2023,4. Revoked - New Arrest ICON,Special Sentence,Male,White,48,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10943,18105734,07/02/2019,2020,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,36,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10942,20036246,05/27/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking
10941,19764416,11/13/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10940,3195368,12/31/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,47,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10939,20616605,01/30/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,22,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
10938,18701393,05/29/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
10937,20110118,11/25/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10936,18421763,05/19/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,28,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10935,3443306,01/31/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,41,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10934,20167742,05/01/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,38,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10933,20602097,07/13/2023,2024,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,22,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10932,20557847,06/28/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,31,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10931,3219881,12/20/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,46,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10930,3102668,08/09/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,43,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
10929,19323701,11/02/2016,2017,4. Revoked - New Arrest ICON,Parole,Male,White,32,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10928,20117711,04/16/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,41,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10927,2421611,03/10/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,52,714.2(3),Aggravated Misdemeanor,THEFT 3RD DEGREE,Property,Theft
10926,19087787,01/20/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10925,19329701,07/20/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,23,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10924,20438135,08/21/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10923,3396965,05/26/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,42,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault
10922,19031579,03/17/2020,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,37,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10921,20248814,03/17/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,39,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10920,3403667,05/29/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,38,708.2A(3B),Aggravated Misdemeanor,DOMESTIC ABUSE ASSAULT - 2ND OFFENSE,Violent,Assault
10919,3468320,01/31/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,36,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10918,18597707,11/18/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10917,18080720,10/15/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,22,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking
10916,19746425,12/18/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,22,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
10915,18601745,09/24/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,52,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10914,18617987,09/12/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,29,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10913,161282,12/07/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,47,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10912,3375758,02/08/2022,2022,4. Revoked - New Arrest ICON,Parole,Male,White,44,"902.8,A",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PERSON),Other,Other Criminal
10911,20033045,03/21/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10910,19474538,06/15/2023,2023,4. Revoked - New Arrest ICON,Parole,Male,White,42,708.6(2),D Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
10909,3097151,02/10/2015,2015,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,45,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10908,20129513,12/05/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Female,White,31,"124.401(5),B",Aggravated Misdemeanor,Possession of a Controlled Substance - 2nd Offense,Drug,Drug Possession
10907,18825011,09/22/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,46,707.6A(2),C Felony,VEH. HOMICIDE/U-INF. OR RECKLESS,Violent,Murder/Manslaughter
10906,18485000,07/23/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,29,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery
10905,20604464,01/28/2025,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10904,2411375,10/03/2018,2019,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,White,51,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10903,19801322,10/21/2021,2022,4. Revoked - New Arrest ICON,Parole,Male,Hispanic,29,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10902,19486274,12/01/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,27,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
10901,19997060,10/27/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,33,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent
10900,18556253,01/09/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10899,3434225,11/24/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,38,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
