Record ID,Offender Number,Record Date,Fiscal Year Revoked,Revocation Type,Status,Sex,Race & Ethnicity,Age,Offense Code,Offense Class,Offense Description,Offense Type,Offense Subtype
362,19514348,07/17/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
361,3124904,08/22/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,42,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
360,19178987,01/11/2022,2022,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Asian or Pacific Islander,35,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
359,20071157,06/14/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,33,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
358,20967833,04/29/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,33,719.1(1),Aggravated Misdemeanor,INTERFERENCE W/ OFFICIAL ACTS SER. INJ.,Violent,Assault
357,20307926,01/09/2018,2018,4. Revoked - New Arrest ICON,Parole,Female,White,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
356,18888695,04/14/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,American Indian or Alaska Native,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
355,18067082,01/14/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,52,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
354,2421032,12/01/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,43,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
353,19334351,03/07/2017,2017,4. Revoked - New Arrest ICON,Parole,Male,White,32,714.2(3),Aggravated Misdemeanor,THEFT 3RD DEGREE,Property,Theft
352,239300,03/01/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,47,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
351,3388562,04/10/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
350,19741664,07/31/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,25,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
349,19682324,08/05/2014,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,Hispanic,29,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
348,3334916,11/14/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,39,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
347,19004444,09/20/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
346,19633355,12/13/2022,2023,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,23,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
345,18075428,06/24/2019,2019,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,29,"706.3,A",C Felony,CONSPIRACY/COMMIT FORC FELONY,Violent,Other Violent
344,18588896,08/05/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
343,19160123,02/21/2019,2019,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Hispanic,32,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
342,20385893,08/15/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,38,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
341,20860181,01/10/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
340,3071357,03/10/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,American Indian or Alaska Native,44,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
339,3267068,05/26/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,45,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
338,18778691,10/25/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,27,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
337,19397618,01/22/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault
336,146504,07/23/2019,2020,4. Revoked - New Arrest ICON,Parole,Male,White,45,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
335,18849251,09/25/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,30,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
334,19286990,03/28/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,37,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
333,2425124,05/11/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,39,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
332,3157256,07/25/2014,2015,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,58,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
331,3447575,12/13/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
330,138614,02/11/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,49,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
329,20952410,04/08/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,Asian or Pacific Islander,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
328,3365054,05/23/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
327,2403677,01/09/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,46,707.6A(2),C Felony,"HOMICIDE BY VEH - 321.261(3), 85%",Violent,Murder/Manslaughter
326,19828118,02/25/2021,2021,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,20,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
325,20900081,11/13/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,American Indian or Alaska Native,23,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
324,19171844,03/11/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,35,719.7(B),D Felony,POSSESSION OF CONTRABAND - CORRECTIONAL FACILITY,Public Order,Other Public Order
323,20824523,04/18/2016,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,30,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
322,3350933,03/12/2020,2020,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,37,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
321,18207242,11/05/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
320,18241478,03/13/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,33,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
319,19389182,08/28/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,26,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault
318,18338141,08/13/2020,2021,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,33,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
317,20983460,07/01/2015,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,25,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
316,20306975,01/16/2019,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,25,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
315,19287905,05/09/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,24,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
314,19547990,03/06/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,24,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
313,19480364,02/03/2020,2020,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,39,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
312,3112040,01/21/2021,2021,4. Revoked - New Arrest ICON,Parole,Male,White,43,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
311,20010203,08/09/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,53,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
310,3406352,08/08/2024,,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Black,57,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
309,19070123,06/15/2017,2017,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,22,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
308,2411489,06/29/2020,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,51,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
307,18034658,09/13/2019,2020,4. Revoked - New Arrest ICON,Parole,Male,Hispanic,29,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
306,19797155,02/19/2025,,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,68,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
305,3442658,05/06/2021,2021,4. Revoked - New Arrest ICON,Parole,Male,White,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
304,18513962,03/07/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,19,321.279(3),D Felony,ELUDING,Public Order,Traffic
303,20059394,07/22/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,21,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
302,3411209,05/22/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,36,155A.23-E,C Felony,"Prohibited Acts, Sched I, II, III Controlled Substance",Drug,Drug Possession
301,19328252,02/06/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,53,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
300,18196571,01/20/2021,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,28,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
299,18551504,06/24/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
298,3168344,01/12/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,36,707.3,B Felony,MURDER 2ND DEGREE,Violent,Murder/Manslaughter
297,18762704,05/17/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,34,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
296,20563856,04/09/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,39,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
295,18009296,09/25/2018,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,42,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
294,3071798,05/31/2023,2023,5. Revoked - Other Violation (No New Arrest),Parole,Male,American Indian or Alaska Native,50,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
293,20538377,09/24/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,51,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
292,20007002,01/16/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
291,20964200,03/13/2023,2023,2. Revoked - Serious Misdemeanor New Conviction,Parole,Female,White,26,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
290,19708295,07/16/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,29,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
289,18039101,04/09/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,28,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
288,19236479,07/25/2024,,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,37,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
287,20762786,06/22/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,26,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking
286,18410987,01/25/2023,2023,6. Revoked - Other (No New Arrest) - No ROV Data,Special Sentence,Male,White,36,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
285,18289073,09/10/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,34,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
284,3329423,02/11/2025,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
283,18849269,10/12/2021,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,54,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
282,20471561,06/03/2015,2015,6. Revoked - Other (No New Arrest) - No ROV Data,Special Sentence,Male,White,22,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
281,18123851,05/25/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,49,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
280,18473906,12/03/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
279,3065357,10/24/2022,2023,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,52,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
278,3422108,10/23/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,38,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
277,2403044,06/10/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,48,711.2,B Felony,ROBBERY 1ST DEGREE,Violent,Robbery
276,19425305,01/20/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,36,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
275,19342088,04/01/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,21,723A.2,D Felony,CRIMINAL GANG PARTICIPATION,Other,Other Criminal
274,3454643,08/17/2016,2017,4. Revoked - New Arrest ICON,Parole,Male,White,32,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
273,18214760,03/13/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
272,20616863,02/04/2025,,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,34,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
271,3034274,05/03/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
270,18280829,09/11/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
269,3417212,09/26/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,47,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
268,20557643,10/01/2015,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,38,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
267,18840125,03/24/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,726.3,C Felony,NEGLECT OR ABANDONMENT,Violent,Other Violent
266,18540305,04/14/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,32,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
265,3087278,04/29/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,57,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
264,2412146,09/24/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,White,49,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
263,19151996,09/02/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,40,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
262,18309527,05/15/2018,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,38,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
261,3146132,12/11/2024,,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,61,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
260,19025882,10/05/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order
259,20472119,07/03/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,33,708.2(3),Aggravated Misdemeanor,ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON,Violent,Assault
258,26726,02/14/2017,2017,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,53,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
257,18941099,11/13/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,28,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
256,624587,07/22/2014,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,51,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
255,19596794,11/05/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
254,19964378,08/26/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,24,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault
253,19189658,10/14/2022,2023,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,36,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
252,18904649,03/29/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,35,692A.104-B,D Felony,Sex Offender - Registration Violation 2nd or subsequent offense,Public Order,Other Public Order
251,19417604,07/27/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,33,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
250,20729426,03/10/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,40,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
249,3455903,09/11/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,35,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
248,622412,01/02/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,54,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
247,20007485,08/14/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,40,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
246,18550349,01/22/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,34,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
245,18406793,03/25/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,29,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
244,20476757,03/16/2023,2023,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,35,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
243,19027037,05/02/2016,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
242,3451742,10/28/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,37,"902.8,A",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PERSON),Other,Other Criminal
241,3289280,02/12/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,40,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
240,18474251,01/06/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,41,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
239,19522163,03/23/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,39,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
238,19676054,09/13/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,29,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking
237,20382443,03/16/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,29,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
236,20898140,03/25/2020,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,21,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism
235,20484494,07/11/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,35,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
234,3311810,06/07/2024,2024,4. Revoked - New Arrest ICON,Parole,Male,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
233,18566558,09/08/2017,2018,4. Revoked - New Arrest ICON,Parole,Male,White,37,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
232,19815764,07/12/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,34,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
231,20967989,08/11/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,26,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
230,18133169,10/09/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,White,24,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
229,18424736,07/30/2019,2020,4. Revoked - New Arrest ICON,Parole,Male,White,35,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
